pw_session_id;pw_event_id;pw_search_category;pw_search_keyword;pw_search_results_count
6412324691;21635994107;zoeken;Geld terug 23-24;290
6412324691;21636121867;zoeken;Geld regeling schoolgeld 2023-2024;0
6412327069;21636008245;zoeken;duo;6490
6412328429;21636014579;zoeken;Uurloon;320
6412330241;21636025099;zoeken;woonomgeving;0
6412334901;21636041115;zoeken;Praktijk;24710
6412338091;21636046245;zoeken;zomervakantie hbo;110
6412340807;21636057859;zoeken;Schoolvakanties 2023 2024;70
6412340807;21636079287;zoeken;Kerstvakantie 2024;80
6412342763;21636069389;zoeken;cito rekenen;100
6412346415;21636079415;zoeken;Bouwvak;20
6412348705;21636083583;zoeken;Oud beyerland;10
6412348995;21636185725;zoeken;Herfstvakantie;310
6412349021;21636146465;zoeken;Dyslexie;430
6412352687;21636099793;zoeken;Regio midden;3920
6412354157;21636105641;zoeken;Kerstvakantie 2023;130
6412358373;21636124523;zoeken;School vakatie 2024;0
6412362589;21636135211;zoeken;Examenrooster;30
6412367723;21636154099;zoeken;Kosten studerend kind;20
6412375399;21636192255;zoeken;Verbinding;7930
6412375399;21636213999;zoeken;Verbinding met smak Segaret;0
6412375399;21636220137;zoeken;Rokin;10
6412375399;21636235905;zoeken;Smaakjes van e-sigaretten worden verboden;30
6412375399;21636300269;zoeken;Smaakjes van e-sigaretten worden verboden;30
6412375399;21636320477;zoeken;E Segaret;0
6412375399;21636328651;zoeken;Elektrec Segaret;0
6412377285;21636193469;zoeken;eigen bijdrage leerlingen vervoer;300
6412377285;21636198689;zoeken;leerlingen vervoer;770
6412386023;21636223793;zoeken;Starten op de basisschool;420
6412386023;21636235647;zoeken;Starten op de basisschool;420
6412401227;21636280391;zoeken;Kind weigeren basisschool;70
6412401227;21636285375;zoeken;Extra ondersteuning basisschool;590
6412401791;21636365477;zoeken;2021-2022;7070
6412409331;21636320907;zoeken;Overzicht 'schoolvakanties 2025;80
6412413279;21636332727;zoeken;pta;30
6412414571;21636331819;zoeken;Loosdrecht;80
6412416269;21636339435;zoeken;LHNO c niveau;0
6412419413;21636350261;zoeken;Overijssel;3210
6412419977;21636389067;zoeken;child benefits;190
6412420541;21636351125;zoeken;2023;90450
6412427929;21636382835;zoeken;propedeuse;230
6412429313;21636384785;zoeken;Studiedag;80
6412429941;21636396279;zoeken;Wat verdient een rechter;1160
6412430873;21636393171;zoeken;Schoolvakantie 23 24;100
6412430999;21636395331;zoeken;persoonlijke begeleider maatschappelijke zorg niveau 4;120
6412435025;21636412803;zoeken;Welke talen als vreemde taal;120
6412435025;21636424631;zoeken;Welke 2e moderne vreemde talen in het gemeenschappelijk deel;10
6412435025;21636440783;zoeken;Kun je Spaans kiezen in het algemeen deel vwo;30
6412435719;21636409365;zoeken;hattem;960
6412436731;21636802997;zoeken;klimaatakkoord;5130
6412445777;21636448287;zoeken;Buitenlandse diploma’s;450
6412449209;21636466279;zoeken;Topsport;630
6412449209;21636486757;zoeken;Loot vrijstelling;0
6412456741;21636488131;zoeken;<anonimized>;830
6412461581;21636508297;zoeken;vrijwillige ouderbijdrage.;310
6412461581;21636553879;zoeken;vrijwillige ouderbijdrage;310
6412468017;21636612211;zoeken;zorg op school;4830
6412468017;21636618569;zoeken;mantelzorg;1170
6412468017;21636619937;zoeken;jonge mantelzorgers;380
6412468569;21636537461;zoeken;Loonschalen;60
6412469649;21636542391;zoeken;Burgerschap;1830
6412475315;21636588637;zoeken;Tegemoetkoming onderwijs nieuwkomers;150
6412477745;21636572091;zoeken;Intas;0
6412482577;21636670363;zoeken;Telefoon;8520
6412484941;21636600513;zoeken;profiel keuze havo;80
6412484941;21636602155;zoeken;profielkeuze;50
6412493017;21636632813;zoeken;Regio noord;5150
6412495337;21636641619;zoeken;Bbl opleiding;540
6412500495;21636663679;zoeken;Gemiddelde loonsverhoging in 2023;40
6412500495;21636669677;zoeken;Gemiddelde loonsverhoging in 2023;0
6412510063;21636698491;zoeken;Inloggen;1010
6412512963;21636707569;zoeken;stap;23280
6412528039;21636781687;zoeken;Basisbeurs;1340
6412528039;21636786763;zoeken;Diploma termijn;1000
6412528039;21636803553;zoeken;Diploma termijn;1000
6412530419;21636777999;zoeken;Para;780
6412548437;21636851987;zoeken;Wet van school naar werk;2310
6412556023;21636880365;zoeken;Mei;50900
6412571225;21636951391;zoeken;Kwalificatieicht;0
6412573247;21636979801;zoeken;Voorjaarsvakantie 2024;70
6412573981;21636957131;zoeken;Telefoonverbinding;30
6412575647;21636965949;zoeken;Mbo lesgeld;360
6412575853;21636967045;zoeken;Lesgeld;560
6412578815;21636973921;zoeken;Vakanties 2024;110
6412583649;21636996839;zoeken;Schoolvakanties 2023;140
6412585547;21637006609;zoeken;pedagogisch coach;90
6412587365;21637013063;zoeken;Lesgeld hbo;130
6412599741;21637109913;zoeken;vrije dagen;2110
6412601365;21637065031;zoeken;Vmbo kader;930
6412602059;21637079525;zoeken;Paasdagen 2024;0
6412605375;21637090575;zoeken;Koningsdag;460
6412607301;21637091687;zoeken;CROHO Opleidingen;130
6412612901;21637110193;zoeken;schoolexamen;120
6412612901;21637129589;zoeken;schoolexamen;120
6412612901;21637147775;zoeken;sociodemographie;0
6412616317;21637139027;zoeken;Mbo verklaring;890
6412616859;21637126863;zoeken;Bouwvak;20
6412626281;21637163997;zoeken;Hoeveel schooluren moet je minimaal per week volgend;10
6412626281;21637165635;zoeken;Tropenrooster;10
6412629123;21637176557;zoeken;Lesgeld in termijnen;30
6412631139;21637194129;zoeken;reiskosten 14 jarige;10
6412631353;21637183751;zoeken;Schoolvakanties;750
6412635515;21637204337;zoeken;Bedragen basisbeurs;220
6412648089;21637250385;zoeken;Herfstvakantie 2023;50
6412648419;21637266271;zoeken;scholieren bijslag;0
6412648419;21637284879;zoeken;tegemoetkoming scholieren;200
6412648419;21637338805;zoeken;zorgtoeslag;1260
6412651671;21637263077;zoeken;Schoolvakantie;490
6412656213;21637346159;zoeken;Mei vakantie;1600
6412661063;21637306041;zoeken;Verhuizing;1760
6412667309;21637374679;zoeken;werken 16 jaar;14570
6412671171;21637487979;zoeken;schoolsluiting;340
6412673987;21637351169;zoeken;Duo;6490
6412682029;21637383137;zoeken;Schoolvakanties 2024-2025;20
6412682029;21637385617;zoeken;Schoolvakanties 2024-2025;20
6412687187;21637403455;zoeken;deeltijd hbo;230
6412693947;21637463643;zoeken;feestdagen;1670
6412694243;21637439367;zoeken;Na de 30ste niet kunnen werken;10
6412711427;21637498259;zoeken;werkgeversverklarings;0
6412712451;21637510101;zoeken;Zomervakantie duitsland;240
6412719841;21637532649;zoeken;2023-2024;2750
6412723343;21637543877;zoeken;Den haag;94040
6412726655;21637737337;zoeken;Bindend studieadvies;500
6412730741;21637581893;zoeken;Schoolvakanties 2024;160
6412730741;21637583831;zoeken;Schoolvakanties 2024;160
6412730741;21637592455;zoeken;Schoolvakanties 2024;160
6412733323;21637586561;zoeken;Diploma hulp;810
6412750507;21637672633;zoeken;2023;90450
6412752021;21637662777;zoeken;Topsector;740
6412752021;21637663989;zoeken;Topsector;740
6412752021;21637674231;zoeken;A Kia;200
6412755613;21637698661;zoeken;horeca;5150
6412756423;21637681693;zoeken;arbeidsmarkttoelage;170
6412756423;21637684089;zoeken;arbeidsmarkttoelage;170
6412756423;21637689109;zoeken;financiering arbeidsmarkttoelage 2023;20
6412759025;21637697753;zoeken;Onderwijs;65950
6412762359;21637718539;zoeken;bol;960
6412762947;21637710443;zoeken;2023;90450
6412768471;21637760115;zoeken;dakdekker;20
6412781243;21637779661;zoeken;Stap;23280
6412781893;21637885207;zoeken;Nulurencontract;100
6412786679;21637810119;zoeken;Economische nieuws;12730
6412786679;21637825651;zoeken;Regelingen voor menen met minima;0
6412799655;21637878265;zoeken;Zie Wet verbetering rechtsbescherming MBO-studenten;60
6412809247;21637893919;zoeken;Tot Hoelaat mag ik maximaal naar school;0
6412812663;21637923623;zoeken;2025-2026;810
6412817559;21637927157;zoeken;Vastgoed;3270
6412825927;21637975053;zoeken;Bol;960
6412826927;21637967511;zoeken;omtzigt;5370
6412826927;21637987897;zoeken;Corona test;2380
6412826927;21637999449;zoeken;Covid 19;36150
6412826927;21638014517;zoeken;Covid 19;20
6412826927;21638102405;zoeken;Zon verduisteren;0
6412826927;21638115755;zoeken;Zon;2410
6412826927;21638119961;zoeken;Duitsland;12430
6412839323;21638039221;zoeken;10-14;1510
6412839323;21638041643;zoeken;10-14;1510
6412839569;21638044753;zoeken;Vrije Universiteit Amsterdam;1340
6412839803;21638036161;zoeken;Nagels;70
6412846979;21638054905;zoeken;Regio noord;5150
6412849797;21638070437;zoeken;Dwi;40
6412869067;21638147287;zoeken;studentenreisproduct;520
6412875903;21638184769;zoeken;HBO;4550
6412876505;21638207037;zoeken;vakkenpakket;90
6412876873;21638183675;zoeken;Tegemoetkoming;9370
6412876873;21638189237;zoeken;Tegemoetkoming;9370
6412877159;21638185049;zoeken;BEs;5890
6412878037;21638196035;zoeken;schoolvakanties 2024-2025;20
6412881065;21638202727;zoeken;Belçika;0
6412898007;21638284341;zoeken;Zomer;16150
6412898045;21638284043;zoeken;Sales;430
6412901423;21638304701;zoeken;Funtie van een gang;10
6412917007;21638385303;zoeken;diploma;3970
6412917007;21638386087;zoeken;diploma;3970
6412918725;21638397627;zoeken;Verhuizing;1760
6412920763;21638405455;zoeken;Schoolkamp;30
6412920763;21638409169;zoeken;Schoolkamp;30
6412929919;21638447673;zoeken;To;18790
6412931439;21638457133;zoeken;Schoolboeken middelbaar beroepsonderwijs;110
6412931439;21638462213;zoeken;Schoolboeken middelbaar beroepsonderwijs;110
6412933659;21638466555;zoeken;Natuurkunde;340
6412942155;21638508631;zoeken;holland scholarship;20
6412953191;21638582699;zoeken;Hbo;4550
6412953751;21638591119;zoeken;Basis Beira;10
6412966891;21638651553;zoeken;2023;90450
6412966891;21638654589;zoeken;2023;90450
6412971981;21638669323;zoeken;Tegemoetkoming;9370
6412972169;21638675577;zoeken;Inglese;0
6412993093;21638743783;zoeken;Corona;25350
6412993503;21638750179;zoeken;consequenties ouders proces verbaal;50
6412993555;21638745517;zoeken;Tropenrooster;10
6412995649;21638753621;zoeken;Schoolvakantie 2024;130
6413022129;21638844865;zoeken;Uitstroom hav0 4;0
6413026117;21638884301;zoeken;College geld.vervroegd aflossen;0
6413052557;21638962119;zoeken;passend onderwijs;4570
6413058241;21638981677;zoeken;Rooster eindexamens;20
6413063679;21638988723;zoeken;Jurist;1390
6413063765;21639041117;zoeken;Basisbeurs en stoppen studie;120
6413083251;21639057453;zoeken;Engels;80
6413084983;21639062681;zoeken;Basisbeurs;1350
6413084991;21639065011;zoeken;Voorgezet onderwijs;580
6413089339;21639076809;zoeken;Leerplicht;680
6413125467;21639199667;zoeken;Schoolvakanties;750
6413134491;21639533109;zoeken;koningsdag;460
6413134491;21639539107;zoeken;koningsdag;460
6413136581;21639370781;zoeken;Schoolvakanties;750
6413139803;21639264699;zoeken;vakantieverlof;30
6413155933;21639307281;zoeken;uitstelbrief;42080
6413161981;21639333759;zoeken;student;4090
6413168793;21639379213;zoeken;Wat te down als je bij de leerplichtambtenaar komt;0
6413169661;21639362127;zoeken;2023-2024;2750
6413173203;21639398543;zoeken;School;17750
6413175481;21639416109;zoeken;<anonimized>;0
6413214751;21639526581;zoeken;instellingsgeld;0
6413218599;21639540789;zoeken;subsidie bbl;220
6413231667;21639591559;zoeken;vrijstelling l.o.;0
6413231667;21639601029;zoeken;vrijstelling lichamelijke opvoeding;30
6413237013;21639618873;zoeken;Studie fanaceeri g;0
6413238375;21639629751;zoeken;verwijderen van school;490
6413245263;21639652179;zoeken;Mijn zoon moet laptop kopen van 600 euro maar ik heb geen geld;0
6413245993;21639644543;zoeken;Bbl;1100
6413250573;21639673827;zoeken;bouwvak;20
6413253355;21639687915;zoeken;wanneer wordt het collegegeld geïncasseerd?;0
6413254185;21639677899;zoeken;Examens;3520
6413254741;21639681959;zoeken;Examenenblad;0
6413261207;21639722203;zoeken;Babs;10
6413271825;21640019341;;<anonimized>;
6413276453;21639781187;zoeken;stichting;18540
6413280263;21639791541;zoeken;diploma;100
6413294383;21639860401;zoeken;doelen;300
6413298793;21639866431;zoeken;schoolvacanties;0
6413309847;21639902563;zoeken;zindelijk;60
6413311641;21639921053;zoeken;Internationale studenten;3620
6413320337;21640044147;zoeken;Herfstvakantie;310
6413323885;21640097701;zoeken;feestdagen 2024;210
6413336169;21640017883;zoeken;energie;4290
6413336169;21640021921;zoeken;energie;4290
6413336169;21640026685;zoeken;energietoeslag;180
6413336931;21640019805;zoeken;toelating opleidingen;400
6413347089;21640074357;zoeken;Schoolvakanties 2024-2025;20
6413349867;21640151191;zoeken;schoolvakanties;750
6413375383;21640354191;zoeken;topsport;630
6413376401;21640251701;zoeken;leerlingenvervoer;510
6413379511;21640204401;zoeken;telefoonwet basisonderwijs;0
6413385913;21640225813;zoeken;profiel vwo bovenbouw;120
6413386705;21640231291;zoeken;zorgplicht;2420
6413390283;21640244649;zoeken;crohonummer;0
6413393307;21640456343;zoeken;hogeronderwijs;0
6413398459;21640283551;zoeken;mbo-certificaat;40
6413398687;21640284809;zoeken;protocollen basisonderwijs;90
6413398687;21640308993;zoeken;basisonderwijs protocollen;90
6413401315;21640323927;zoeken;Verkorte pabo;60
6413405105;21640321651;zoeken;Havo Engels;240
6413405105;21640329155;zoeken;Havo niveau Engels;160
6413406281;21640308453;zoeken;groep 8;15410
6413406281;21640316451;zoeken;eindtoets;740
6413407165;21640320567;zoeken;verlof basisschool;40
6413411177;21640325917;zoeken;Verzuim;1230
6413423893;21640544191;zoeken;Voorjaarsvakantie;290
6413424795;21640404649;zoeken;Leeftijd;11650
6413427853;21640422007;zoeken;cito rekenen;110
6413433379;21640425615;zoeken;niveau mbo2 examen;20
6413436205;21640427223;zoeken;Vakantie 2024;360
6413437673;21640536319;zoeken;subsidie bedrijven;4680
6413443033;21640454633;zoeken;IBL;50
6413444235;21640455685;zoeken;Limburg;6920
6413447523;21640484527;zoeken;Onwelle regio ligt Bussum;0
6413447931;21640500285;zoeken;rvdk;470
6413449445;21640482577;zoeken;Schoolvakantie 2023-2024;30
6413449959;21640477833;zoeken;scholen later open laten gaan;1420
6413450825;21640484055;zoeken;Breda;3270
6413452135;21640489681;zoeken;Co2;12100
6413455057;21640561567;zoeken;examenresultaten;220
6413464829;21640544659;zoeken;Schoolvakantie 2024;130
6413475621;21640598297;zoeken;vakmaatwerk;0
6413475621;21640606361;zoeken;maatwerk onderwijs;2760
6413477435;21640600691;zoeken;STAP budget;3940
6413477435;21640602409;zoeken;STAP budget;3940
6413480303;21640605977;zoeken;eindtermen;120
6413484069;21640802349;zoeken;Diploma MBO;1730
6413485461;21640655047;zoeken;vmbo sectoren;490
6413485725;21640623531;zoeken;vitaliseringsgelden;0
6413489333;21640650045;zoeken;Diploma;3970
6413500907;21640679857;zoeken;masterplan;110
6413502357;21640689491;zoeken;Internationalisering in balans;220
6413503473;21640715195;zoeken;zorg;0
6413504169;21640688721;zoeken;Vrijstelling mbo;310
6413509169;21640718757;zoeken;2025;15490
6413509511;21640731945;zoeken;kader;70
6413513253;21640738123;zoeken;geschiktheidsverklaring;60
6413515379;21640746571;zoeken;Mbo exameb;0
6413517517;21640787783;zoeken;Schoolvakanties 2024 - 2025;30
6413527535;21641089781;zoeken;2024 -2025;14960
6413532371;21640807275;zoeken;Collegegeld mbo;370
6413536565;21640934969;zoeken;Zomervakantie 2024;190
6413541287;21640840567;zoeken;Schoolvakantie 2024-2025;20
6413541287;21640861065;zoeken;Schoolvakantie 2023-2024;30
6413541287;21641004185;zoeken;Herfstvakantie 2024;80
6413541667;21640857277;zoeken;onderwijs;65940
6413542763;21640839409;zoeken;Vakantie buiten de schoolvakantie;50
6413549503;21640869391;zoeken;Schoolvak 2024;20
6413556339;21640898491;zoeken;controle uitwonende beurs;40
6413556855;21640894457;zoeken;erkende opleidingsinstellingen;20
6413556855;21640914177;zoeken;beroepsopleidingen;250
6413560967;21640917523;zoeken;Nationale feestdagen;400
6413561545;21640919739;zoeken;Zwolle;4810
6413565359;21640948463;zoeken;Diplomas;120
6413568917;21641018299;zoeken;aanvullende beurs terugbetalen?;180
6413574263;21640962907;zoeken;Paard coach;20
6413580809;21640989335;zoeken;rooster;550
6413583787;21641007727;zoeken;Mbo 16 jaar boeken;360
6413583787;21641052679;zoeken;Mbo 16 jaar bijstand uitkering;130
6413584953;21641011909;zoeken;bewegingsonderwijs;210
6413584953;21641017903;zoeken;bewegingsonderwijs;210
6413589203;21641307273;zoeken;Wfpp;210
6413589203;21641375349;zoeken;wpp;40
6413592665;21641052983;zoeken;BOL;960
6413594847;21641046137;zoeken;STICHTING PROTESTANTS CHRISTELIJK PRIMAIR ONDERWIJS MIDDEN BRABANT;10
6413603969;21641077857;zoeken;erasmusbeurs;0
6413604083;21641091237;zoeken;2025;15490
6413610595;21641105933;zoeken;herkansingen;370
6413611637;21641109341;zoeken;deeltijd studie;240
6413611637;21641117157;zoeken;tegemoetkomen studiekosten deeltijd studie;0
6413620857;21641390037;zoeken;Voorjaarsvakantie;290
6413622307;21641149739;zoeken;2023;90460
6413628049;21641305005;zoeken;buitengewoon verlof;160
6413628235;21641175279;zoeken;Kosten middelbare school;490
6413629419;21641185697;zoeken;salaris leraar voortgezet onderwijs;120
6413629673;21641248183;zoeken;Hoe veel ga ik betalen als ik ben 40 jaar;880
6413631143;21641216733;zoeken;Kerstvakantie;720
6413631143;21641229959;zoeken;Herfstvakantie;310
6413632117;21641197365;zoeken;rekentoets;120
6413636327;21641206151;zoeken;Herfst vakantie;110
6413640377;21641239449;zoeken;Gevolgen schoolverzuim;110
6413645743;21641299115;zoeken;Extra verlof basisschool;20
6413660757;21641301375;zoeken;schoolgebouwen;790
6413663641;21641313707;zoeken;Zwolle;4810
6413664019;21641326601;zoeken;Boete ongeoorloofd afwezig onderwijs;10
6413664707;21641319869;zoeken;2024;20910
6413665339;21641325465;zoeken;Amsterdam;26930
6413672315;21641420207;zoeken;Wiskunde;1070
6413675395;21641363927;zoeken;Aardrijkskunde;190
6413677887;21641406107;zoeken;duo bezwaar;710
6413681055;21641389723;zoeken;kwalificatie dossier onderwijsassistent;0
6413683663;21641406241;zoeken;vrijstelling vak Lichamelijke Opvoeding;30
6413686595;21641399627;zoeken;vakanties;1000
6413686837;21641435183;zoeken;Noord;16930
6413687663;21641406455;zoeken;Emmen;1580
6413687873;21641403629;zoeken;herkansing;320
6413687873;21641450241;zoeken;herkansing;320
6413688217;21641410027;zoeken;Schoolvakanties 2024;160
6413688219;21641454321;zoeken;verbonden partijen;6800
6413688219;21641637313;zoeken;regionale samenwerking gemeenten;420
6413693067;21641425267;zoeken;Mijn dui;130
6413696859;21641438705;zoeken;Ouderconsulent;0
6413700161;21641451423;zoeken;Gym outfit;0
6413700161;21641454971;zoeken;Gym-outfit;0
6413710193;21641492573;zoeken;commissie van begeleiding;2630
6413745697;21641642343;zoeken;TLV;220
6413747015;21641633707;zoeken;Wvo;910
6413747015;21641660421;zoeken;Artikel 2.42 uitvoeringsbesluit;10
6413747015;21641664407;zoeken;Uitvoeringsbesluit;2150
6413747247;21641637155;zoeken;leerplicht;680
6413752879;21641659127;zoeken;populatiescan;0
6413752879;21641665193;zoeken;schoolscan;80
6413752879;21641671387;zoeken;populatiescan;0
6413756277;21641690863;zoeken;uitbetaling energietoeslag 2023;40
6413761151;21641695681;zoeken;Herfstvakantie;310
6413761925;21641696673;zoeken;schoolvakanties;750
6413777957;21641840631;zoeken;Bouwvakvakantie;10
6413779771;21641766007;zoeken;Mbo;13240
6413782561;21641782349;zoeken;rijke schooldag subsidie;30
6413782561;21641808939;zoeken;Programma school en omgeving;1510
6413786087;21642059647;zoeken;vader;2320
6413786087;21642061455;zoeken;partner verlof;430
6413795911;21641821713;zoeken;stagepact;320
6413804109;21641892381;zoeken;centrale aanmeldweek;60
6413810481;21641900185;zoeken;kerstvakantie;720
6413810481;21641918111;zoeken;voorjaarsvakantie;290
6413810481;21642029755;zoeken;meivakantie 2024;140
6413812567;21641989327;zoeken;Uit welke 5 onderdelen bestaat het examen Rekenen?;80
6413812841;21641884835;zoeken;frans;2590
6413812841;21641914089;zoeken;frans op het vmbo;100
6413819649;21641924467;zoeken;Goede vrijdag 2025;550
6413819911;21641941917;zoeken;Leerplichtig boven de 18;40
6413821729;21641922431;zoeken;compensatie basisbeurs;180
6413821729;21641925535;zoeken;compensatie basisbeurs;180
6413823561;21641926235;zoeken;mavo;500
6413823561;21641927789;zoeken;mavo;500
6413833267;21641960213;zoeken;laks;720
6413833267;21641962127;zoeken;laks;720
6413833267;21641973375;zoeken;laks facilitering;30
6413846979;21642012441;zoeken;Collegegeld;1050
6413848777;21642035867;zoeken;Aanvullende beurs;850
6413851915;21642037795;zoeken;Terugbetaling collegegeld;0
6413853209;21642034655;zoeken;<anonimized>;0
6413853209;21642038887;zoeken;programma schoolmaaltijden;100
6413857953;21642067837;zoeken;Middelkerke;0
6413859129;21642059801;zoeken;stagevergoeding;270
6413862101;21642084237;zoeken;Kerst;990
6413864313;21642191133;zoeken;Leerplicht gevolgen;270
6413864401;21642136691;zoeken;stedebroek;0
6413868963;21642120883;zoeken;Wat is de verschil tussen dr, en drs;340
6413874059;21642172703;zoeken;volkshuisvesting;11390
6413874059;21642179515;zoeken;studentenhuisvesting;380
6413874059;21642196337;zoeken;LAS;1310
6413874727;21642116679;zoeken;2023;90550
6413874727;21642118375;zoeken;2024;20920
6413878155;21642131599;zoeken;Regio school;3410
6413878155;21642177691;zoeken;Schoolvakantie;490
6413880169;21642137117;zoeken;cito rekenen;110
6413881657;21642154225;zoeken;Kyrgyzie;0
6413885451;21642776571;zoeken;Referentieraming OCW 2023;80
6413888335;21642228707;zoeken;Overbrugging studiefinsnciering;0
6413889185;21642168661;zoeken;nieuwsbrief;15550
6413889541;21642220781;zoeken;stap;23280
6413890445;21642200083;zoeken;Putter school;0
6413890445;21642219295;zoeken;Putter school voor kind;0
6413893691;21642193029;zoeken;Welke region is Denderleeuw;0
6413898761;21642203939;zoeken;gpi;20
6413900829;21642223505;zoeken;Kerstvakantie;720
6413901673;21642230909;zoeken;Schoolvakantie;490
6413903445;21642228673;zoeken;schoolarts;30
6413907511;21642236363;zoeken;Uden;740
6413908079;21642245533;zoeken;Tto;140
6413917401;21642298137;zoeken;doorlopendeleerlijn;0
6413918553;21642280881;zoeken;vakantierecht stagaire;0
6413918553;21642307721;zoeken;stage;1450
6413921451;21642316997;zoeken;Schoolvakanties 2024;160
6413921451;21642326875;zoeken;Schoolvakanties 2023- 2024;70
6413921451;21642363893;zoeken;Schoolvakanties 2024;160
6413921913;21642292261;zoeken;rekenkaarten;10
6413922451;21642292759;zoeken;Sportkunde;10
6413923097;21642567383;zoeken;persbericht;30
6413923097;21642568395;zoeken;persbericht;30
6413923097;21642569819;zoeken;persbericht;30
6413923097;21642571339;zoeken;persbericht;30
6413923097;21642706595;zoeken;persbericht;30
6413923097;21642708049;zoeken;persbericht;30
6413923097;21642708369;zoeken;persbericht;30
6413923097;21643342645;zoeken;Actualiteiten voor het document Inburgeringsketen – informatie voor ketenpartners;10
6413925713;21642310749;zoeken;Diploma havo;800
6413929773;21642320661;zoeken;vdeio;0
6413929773;21642450615;zoeken;video;15820
6413931529;21642334801;zoeken;cito rekenen;110
6413931529;21642354545;zoeken;cito rekenen;110
6413931529;21642384743;zoeken;cito rekenen;110
6413932291;21642335719;zoeken;cito rekenen;110
6413932313;21642335381;zoeken;cito rekenen;110
6413932313;21642574509;zoeken;cito rekenen;110
6413932313;21642575849;zoeken;cito rekenen;110
6413932313;21642577211;zoeken;cito rekenen;110
6413932313;21642578279;zoeken;cito rekenen;110
6413932313;21642579579;zoeken;cito rekenen;110
6413932313;21642580181;zoeken;cito rekenen;110
6413932313;21642581177;zoeken;cito rekenen;110
6413932313;21642584745;zoeken;cito rekenen;110
6413932313;21642648943;zoeken;cito rekenen;110
6413932313;21642667307;zoeken;cito rekenen;110
6413932589;21642334079;zoeken;Oldambt;960
6413932615;21642336061;zoeken;Schoolvakanties 2023-2024;50
6413933701;21642587363;zoeken;regeldruk;3500
6413933701;21642712999;zoeken;regeldruk;3500
6413936299;21642346507;zoeken;concierge basisschool;20
6413944355;21642381741;zoeken;cito;240
6413944355;21642399161;zoeken;cito rekenen;100
6413945265;21642611505;zoeken;sturingsfilosofie;100
6413945975;21642417415;zoeken;subsidie electrische auto;0
6413948533;21642437433;zoeken;Mavo diploma;120
6413950795;21642415001;zoeken;leerplicht;680
6413953947;21642419119;zoeken;Kind vakantie;1110
6413957147;21642428585;zoeken;Noord brabant;4580
6413962527;21642445897;zoeken;vsv;270
6413962527;21642453591;zoeken;vsv;270
6413962527;21642458745;zoeken;cijfers vsv regio;70
6413962527;21642459949;zoeken;cijfers vsv regio;70
6413962565;21642466519;zoeken;Herfstvakantie;310
6413963985;21642458511;zoeken;cito rekenen;90
6413968833;21642472057;zoeken;Zonervakantie 2024;0
6413969813;21642477449;zoeken;croho;160
6413969899;21642864773;zoeken;schoolgids;690
6413970491;21642499107;zoeken;Feestdagen 2024;210
6413973223;21642490991;zoeken;toelaatbaarheid SO SBO;0
6413973429;21642489719;zoeken;stage;2920
6413973727;21642491705;zoeken;Enschede;3320
6413973981;21642489875;zoeken;zorgverlener.;40
6413973981;21642494221;zoeken;zorg;250
6413973981;21642603753;zoeken;klacht;260
6413973981;21642618587;zoeken;klacht;260
6413976255;21642549327;zoeken;bsa;480
6413978845;21642509805;zoeken;rekenbevoegdheid;0
6413979047;21642544545;zoeken;Vrijstelling lichamelijke opvoeding;30
6413979403;21642510647;zoeken;ouderbijdrage;570
6413992331;21642563605;zoeken;autisme;600
6413993281;21642569205;zoeken;uren rekenonderwijs;40
6413996113;21642592027;zoeken;vereniging van eigenaren;690
6413996113;21642641353;zoeken;vereniging van eigenaren;690
6413996113;21642667251;zoeken;vereniging van eigenaren;690
6413996113;21642706643;zoeken;administratie  vve;40
6413996113;21642741509;zoeken;administratie  vve;40
6414003417;21642962709;zoeken;inclusief onderwijs;6330
6414008801;21642626151;zoeken;Tussenjaar;220
6414010923;21642639913;zoeken;Kerstvakantie;720
6414012079;21642649703;zoeken;Vso;4640
6414012157;21642842621;zoeken;entree;670
6414012879;21642659429;zoeken;Leerlingenvervoer;510
6414014499;21642650613;zoeken;welke tempratuur mag een kind in werken;0
6414018335;21642668029;zoeken;<anonimized>;0
6414022209;21642737969;zoeken;kerstvakantie 2023;130
6414024347;21642683459;zoeken;Mei vakantie;1600
6414033007;21642809551;zoeken;kamerbrief samenwerking koninkrijk onderwijs;410
6414034415;21642808083;zoeken;Belastingvrij bijverdienen;10
6414034415;21642810521;zoeken;Bijverdienen;260
6414035775;21642795929;zoeken;Overzicht schoolvakanties 22 23;120
6414037155;21642738599;zoeken;Bouwvak;20
6414039121;21642738323;zoeken;Schoolvakanties 2023- 2024;70
6414040025;21642742949;zoeken;directie hoger beroepsonderwijs;280
6414047297;21642986637;zoeken;pest;20
6414050141;21642790605;zoeken;Collegeld 2020;0
6414051105;21642784507;zoeken;zij-instromer techniek;40
6414054277;21642803149;zoeken;Kunstvakken;70
6414055637;21642803835;zoeken;WPO artikel 12;200
6414055637;21642819141;zoeken;wet primair onderwijs;4070
6414058851;21642971861;zoeken;exotische dieren;80
6414058851;21643037207;zoeken;exotische huis dieren;30
6414065729;21642906279;zoeken;levensbeschouwing;310
6414066367;21642845363;zoeken;verlof basisonderwijs;70
6414072455;21642881335;zoeken;voortgezetonderwijs;20
6414073169;21642968869;zoeken;onderwijs;65950
6414073169;21642975421;zoeken;onderwijs;65950
6414073455;21642875039;zoeken;studeren;2920
6414076709;21643141993;zoeken;Discriminatie;7130
